Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"M Mohammadi, M Nezamabadi, L Taplin","Pigment selection using kubelka-munk turbid media theory and non-negative least square technique",2004,"","scholarworks.rit.edu","https://scholarworks.rit.edu/article/927/","https://scholar.google.com/scholar?cites=17922505124028427690&as_sdt=2005&sciodt=2007&hl=en",107,"2024-02-09 13:10:22","","","","",,,,,6,0.30,2,3,20,"This report describes a process of pigment selection for reconstructing the Gamblin Conservation Colors and various artist pigments dispersed in linseed oil. Single constant Kubelka–…","https://scholarworks.rit.edu/cgi/viewcontent.cgi?article=1929&context=article","https://scholar.google.com/scholar?q=related:qi3V6nOHufgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
25,"K Ishida, I Mitsuishi, Y Hattori, S Nunoue","A revised Kubelka–Munk theory for spectral simulation of phosphor-based white light-emitting diodes",2008,"Applied Physics Letters","pubs.aip.org","https://pubs.aip.org/aip/apl/article/93/24/241910/335954","https://scholar.google.com/scholar?cites=13111699882826235125&as_sdt=2005&sciodt=2007&hl=en",108,"2024-02-09 13:10:22","","","","",,,,,25,1.56,6,4,16,"… Figure 1 shows a schematic view of the revised Kubelka–Munk model in the present study. We stress that both I F and I B are influenced by the absorption-emission processes by …","","https://scholar.google.com/scholar?q=related:9XxjHZMd9rUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
10,"NJ Elton, A Legrix","Wavelength dependence of Kubelka–Munk scattering spectra for studies of TiO2 microstructure and aggregation in paints",2014,"Journal of Coatings Technology and Research","Springer","https://link.springer.com/article/10.1007/s11998-014-9567-x","https://scholar.google.com/scholar?cites=10526995591364935983&as_sdt=2005&sciodt=2007&hl=en",109,"2024-02-09 13:10:22","","10.1007/s11998-014-9567-x","","",,,,,10,1.00,5,2,10,"The wavelength exponent β is easily determined from diffuse reflectance spectra as the gradient of a log–log plot of the Kubelka–Munk scattering coefficient (S) against wavelength. …","","https://scholar.google.com/scholar?q=related:LwFpR7dmF5IJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
33,"EL Simmons","Reflectance spectroscopy: application of the Kubelka-Munk theory to the rates of photoprocesses of powders",1976,"Applied optics","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=ao-15-4-951","https://scholar.google.com/scholar?cites=2580598156608422023&as_sdt=2005&sciodt=2007&hl=en",110,"2024-02-09 13:10:22","","","","",,,,,33,0.69,33,1,48,"The Kubelka-Munk theory of reflectance spectroscopy is used to derive an approximate equation that describes the rate of the photoprocess of a powdered sample in terms of the …","","https://scholar.google.com/scholar?q=related:h0Cs0Fkg0CMJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
1,"M Safi, SH Amirshahi","Estimation of dye concentration by using Kubelka–Munk and Allen–Goldfinger reflective models: comparing the performance",2023,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-023-29264-x","https://scholar.google.com/scholar?cites=12180920557649921981&as_sdt=2005&sciodt=2007&hl=en",111,"2024-02-09 13:10:22","HTML","","","",,,,,1,1.00,1,2,1,"… to the presentation of numerous theories such as Kubelka–Munk, Mie, Multilayer methods, … We, in the present work, studied the applicability two reflective models ie the Kubelka–Munk …","https://www.nature.com/articles/s41598-023-29264-x","https://scholar.google.com/scholar?q=related:vQf6u7VSC6kJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
3,"B Li, Z Han, Q Wang, A Yang, Y Liu","Detection of skin defects in loquats based on grayscale features combined with reflectance, absorbance, and Kubelka–Munk spectra",2022,"Journal of Chemometrics","Wiley Online Library","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/cem.3449","https://scholar.google.com/scholar?cites=15060070838231606858&as_sdt=2005&sciodt=2007&hl=en",112,"2024-02-09 13:10:22","","10.1002/cem.3449","","",,,,,3,1.50,1,5,2,"… lacks the application of absorbance, and Kubelka-Munk spectra. … Kubelka-Munk spectra is used to describe the optical … are obtained by the Kubelka-Munk equation. The absorbance and …","","https://scholar.google.com/scholar?q=related:SqYDvaIeANEJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
16,"L Yang, RD Hersch","Kubelka-Munk model for imperfectly diffuse light distribution in paper",2008,"Journal of Imaging Science and …","library.imaging.org","https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/jist/52/3/art00003","https://scholar.google.com/scholar?cites=17553612948732907086&as_sdt=2005&sciodt=2007&hl=en",113,"2024-02-09 13:10:22","PDF","","","",,,,,16,1.00,8,2,16,"Perfectly diffuse light is a fundamental assumption in the Kubelka-Munk (KM) model. This assumption is, however, seldom fulfilled by real media. In this work, we build a bridge between …","https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/jist/52/3/art00003","https://scholar.google.com/scholar?q=related:Tg7sTfn1mvMJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
9,"BP Caldwell","Kubelka–Munk Coefficients from Transmittance",1968,"JOSA","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=josa-58-6-755","https://scholar.google.com/scholar?cites=1560639030535746433&as_sdt=2005&sciodt=2007&hl=en",114,"2024-02-09 13:10:22","","","","",,,,,9,0.16,9,1,56,"A simplified method is described for computation of Kubelka–Munk coefficients from internal transmittance measurements of two specimens of the same material where one specimen is …","","https://scholar.google.com/scholar?q=related:gXOx_e2AqBUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
25,"MM Lana, M Hogenkamp, RBM Koehorst","Application of Kubelka–Munk analysis to the study of translucency in fresh-cut tomato",2006,"Innovative Food Science & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1466856406000336","https://scholar.google.com/scholar?cites=8147924413228037960&as_sdt=2005&sciodt=2007&hl=en",115,"2024-02-09 13:10:22","","","","",,,,,25,1.39,8,3,18,"… This paper presents the use of Kubelka–Munk analysis, a technique of widespread use in other fields like printing and painting, to assess the development of translucency in sliced …","","https://scholar.google.com/scholar?q=related:SLcwkxU-E3EJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
87,"C Clementi, C Miliani, G Verri…","Application of the Kubelka—Munk correction for self-absorption of fluorescence emission in Carmine Lake paint layers",2009,"Applied …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1366/000370209790109058","https://scholar.google.com/scholar?cites=14914155575873290081&as_sdt=2005&sciodt=2007&hl=en",116,"2024-02-09 13:10:22","","10.1366/000370209790109058","","",,,,,87,5.80,22,4,15,"The variations of the fluorescence emission of carmine lake travelling through an absorbing and scattering medium, such as a paint layer, were investigated by ultraviolet (UV)–visible …","https://www.academia.edu/download/55970959/00037020979010905820180305-2740-1ekob7u.pdf","https://scholar.google.com/scholar?q=related:Yb_WSHq5-c4J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
7,"RT Marcus","Determining dimensioned values of kubelka–munk scattering and absorption coefficients",1978,"Color Research &Application","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.5080030408","https://scholar.google.com/scholar?cites=8993439919600559628&as_sdt=2005&sciodt=2007&hl=en",117,"2024-02-09 13:10:22","","10.1002/col.5080030408","","",,,,,7,0.15,7,1,46,"If hiding computations are to be made in conjunction with computer color matching, the Kubelka–Munk absorption and scattering coefficients, K and S, must be dimensioned (absolute) …","","https://scholar.google.com/scholar?q=related:DOabJPUdz3wJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
1,"DW Dichter","Kubelka-Munk model of full-gamut oil colour mixing",2023,"Journal of the International Colour Association","aic-color.org","https://aic-color.org/resources/Documents/jaic_v32_06.pdf","https://scholar.google.com/scholar?cites=17243790375151973715&as_sdt=2005&sciodt=2007&hl=en",118,"2024-02-09 13:10:22","PDF","","","",,,,,1,1.00,1,1,1,"KM holds that light incident on a paint film is absorbed by, and scattered between, individual pigment particles. These microscopic phenomena are denoted with the macroscopic …","https://aic-color.org/resources/Documents/jaic_v32_06.pdf","https://scholar.google.com/scholar?q=related:U7U7FPw_Tu8J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
24,"X Hu, AB Gilbert, WM Johnston","Interfacial corrections of maxillofacial elastomers for Kubelka–Munk theory using non-contact measurements",2009,"dental materials","Elsevier","https://www.sciencedirect.com/science/article/pii/S0109564109001778","https://scholar.google.com/scholar?cites=14923346718200663118&as_sdt=2005&sciodt=2007&hl=en",119,"2024-02-09 13:10:22","","","","",,,,,24,1.60,8,3,15,"… Kubelka–Munk theory have not been evaluated using this system. The objective is to determine which IRC method for Kubelka–Munk … SIGNIFICANCE: Corrected Kubelka–Munk theory …","","https://scholar.google.com/scholar?q=related:ToxX3sVgGs8J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
0,"EL Gendler","Theoretical Investigation of Bioactive Papers Using the Kubelka-Munk Theory",2015,"","search.proquest.com","https://search.proquest.com/openview/b1ab8326fdc775a267d8e6fd9e918bb0/1?pq-origsite=gscholar&cbl=18750","",120,"2024-02-09 13:10:22","BOOK","","","",,,,,0,0.00,0,1,9,"This work demonstrates a theoretical study of colorimetric detection of analytes via bioactive papers. A mathematical model incorporating the Kubelka-Munk theory, which analyzes light …","https://central.bac-lac.gc.ca/.item?id=TC-OTU-70365&op=pdf&app=Library&oclc_number=1032912610","https://scholar.google.com/scholar?q=related:gJh5AZXx2LcJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
11,"MK Gunde, ZC Orel, JK Logar, B Orel","Flocculation gradient technique in terms of Kubelka–Munk coefficients: quantifying black-pigmented dispersions",1995,"Applied spectroscopy","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=as-49-12-1756","https://scholar.google.com/scholar?cites=17385200636107409718&as_sdt=2005&sciodt=2007&hl=en",121,"2024-02-09 13:10:22","","","","",,,,,11,0.38,3,4,29,"… To make the method useful for black-pigmented paints as well, we modified it by applying the Kubelka-Munk theory. This makes it possible to solve the problem of the very narrow …","https://www.academia.edu/download/74932217/000370295396598420211120-16967-1tovjjf.pdf","https://scholar.google.com/scholar?q=related:NskTKN6jRPEJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
3,"YC Wei, WM Chou, CL Chen","The performance of computerized spectrum color matching based on Kubelka-Munk theory and its color rendering on offset ink sets",2011,"Advanced Materials Research","Trans Tech Publ","https://www.scientific.net/AMR.174.72","https://scholar.google.com/scholar?cites=8443815352184999817&as_sdt=2005&sciodt=2007&hl=en",122,"2024-02-09 13:10:22","","","","",,,,,3,0.23,1,3,13,"The purpose of the study intended to examine the performance of color rendering based on a computerized spectrum color matching (CSCM) method derived from the Kubelka-Munk …","","https://scholar.google.com/scholar?q=related:iQ_6V1N1LnUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
2,"CP Poole Jr","A Comparison of the Kubelka—Munk and Melamed Theories of Optical Reflection from Powders",1964,"Zeitschrift für Naturforschung A","degruyter.com","https://www.degruyter.com/document/doi/10.1515/zna-1964-0317/html","https://scholar.google.com/scholar?cites=7823424273555718760&as_sdt=2005&sciodt=2007&hl=en",123,"2024-02-09 13:10:22","","10.1515/zna-1964-0317","","",,,,,2,0.03,2,1,60,"… It is shown that the KUBELKA-MUNK … of optical extinction coefficients by use of the KUBELKA-MUNK … is considered as an undetermined parameter, then the KUBELKA-MUNK …","https://www.degruyter.com/document/doi/10.1515/zna-1964-0317/pdf","https://scholar.google.com/scholar?q=related:aAJ1MO1ikmwJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
1,"Đ Parac-Osterman, M Joaneli","Influence of Size of Integrated Measured Surface in Colour Match Calculation by Means of Kubelka–Munk Prediction Model",2005,"Book of papers of 5 th World Textile …","bib.irb.hr","https://www.bib.irb.hr/266451/download/266451.Paraca_Osterman_and_Joaneli_paper.doc","https://scholar.google.com/scholar?cites=15395057997670938440&as_sdt=2005&sciodt=2007&hl=en",124,"2024-02-09 13:10:22","DOC","","","",,,,,1,0.05,1,2,19,"… Kubelka–Munk theory, expressed in 1931 [1]. Due to its simplicity and directly applicable form of its expression, the theory of Kubelka–Munk … in the Kubelka–Munk colour model which …","https://www.bib.irb.hr/266451/download/266451.Paraca_Osterman_and_Joaneli_paper.doc","https://scholar.google.com/scholar?q=related:SHe2r647ptUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
89,"PJ Brimmer, PR Griffiths","Angular dependence of diffuse reflectance infrared spectra. Part III: Linearity of Kubelka-Munk plots",1988,"Applied spectroscopy","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1366/0003702884428293","https://scholar.google.com/scholar?cites=2882701339538867778&as_sdt=2005&sciodt=2007&hl=en",125,"2024-02-09 13:10:22","","10.1366/0003702884428293","","",,,,,89,2.47,45,2,36,"… The other two possible causes for the nonlinear behavior in Kubelka-Munk plots are related … belka-Munk reflectance, since its intensity should be largely governed by the Kubelka-Munk …","","https://scholar.google.com/scholar?q=related:QsbBWJhpASgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
13,"C Wei, X Wan, J Li","A modified single-constant Kubelka–Munk model for color prediction of pre-colored fiber blends",2018,"Cellulose","Springer","https://link.springer.com/article/10.1007/s10570-018-1669-7","https://scholar.google.com/scholar?cites=6683738311996724449&as_sdt=2005&sciodt=2007&hl=en",126,"2024-02-09 13:10:22","","10.1007/s10570-018-1669-7","","",,,,,13,2.17,4,3,6,"The goal of this work is to propose a modified single-constant Kubelka–Munk model for color prediction of pre-colored fiber blends. The original single-constant Kubelka–Munk model …","","https://scholar.google.com/scholar?q=related:4dQ7MpVowVwJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
0,"B Li, Z Han, Q Wang, A Yang, Y Liu","Detection of bruised loquats based on reflectance, absorbance and Kubelka–Munk spectra",2023,"Journal of Food Measurement and …","Springer","https://link.springer.com/article/10.1007/s11694-022-01717-3","",127,"2024-02-09 13:10:22","","10.1007/s11694-022-01717-3","","",,,,,0,0.00,0,5,1,"Bruise is one of the main problems in the classification and processing of loquats after harvest, causing decay and deterioration of normal loquats during transportation. It reduces the …","","https://scholar.google.com/scholar?q=related:uvYnlSdoKK8J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
21,"AL Lathrop","Diffuse scattered radiation theories of Duntley and of Kubelka–Munk",1965,"JOSA","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=josa-55-9-1097","https://scholar.google.com/scholar?cites=114026619962115829&as_sdt=2005&sciodt=2007&hl=en",128,"2024-02-09 13:10:22","","","","",,,,,21,0.36,21,1,59,"… a theory developed by Schuster,[1] Kubelka and Munk,[2] and others. In this report extensive use is made of the formulations of Kubelka and Munk. For convenience, it is referred to here …","","https://scholar.google.com/scholar?q=related:9cbHUZsalQEJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
1,"Y Hyun, J Park, H Tae","Prediction of Color Reproduction using the Scattering and Absorption Coefficients derived from the Kubelka-Munk model in Package Printing",2021,"KOREAN JOURNAL OF PACKAGING …","koreascience.kr","https://koreascience.kr/article/JAKO202107356027101.page","https://scholar.google.com/scholar?cites=6212785544880957456&as_sdt=2005&sciodt=2007&hl=en",129,"2024-02-09 13:10:22","","","","",,,,,1,0.33,0,3,3,"… Kubelka-Munk model for color reproduction and prediction defines the relationship between these correlation coefficients through reflectance. In the Kubelka-Munk … the Kubelka-Munk …","https://koreascience.kr/article/JAKO202107356027101.pdf","https://scholar.google.com/scholar?q=related:EKhPTIk_OFYJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
3,"H Heryanto, D Tahir","Composite Fayalite with 5% Laterite Soil and Iron Sand: Structural Properties and Band Gap Calculation Based on Theoretical Kubelka–Munk, Taylor Expansion, and …",2023,"JOM","Springer","https://link.springer.com/article/10.1007/s11837-023-05828-0","https://scholar.google.com/scholar?cites=7187407523256706880&as_sdt=2005&sciodt=2007&hl=en",130,"2024-02-09 13:10:22","","10.1007/s11837-023-05828-0","","",,,,,3,3.00,2,2,1,"… To verifiy the applicability of the result from theoretical Kubelka–Munk, Taylor expansion, and SCF methods used in this study, we compare them to another previous study for fayalite …","","https://scholar.google.com/scholar?q=related:QKev1w_NvmMJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
2,"HO Durmuş, B Karaböce, MHY Seyidov","Experimental and Comparative Study of Optical Properties of Different Phantoms by the Kubelka–Munk Function Approach",2023,"Journal of Applied Spectroscopy","Springer","https://link.springer.com/article/10.1007/s10812-023-01522-w","https://scholar.google.com/scholar?cites=16348093362073027234&as_sdt=2005&sciodt=2007&hl=en",131,"2024-02-09 13:10:22","","10.1007/s10812-023-01522-w","","",,,,,2,2.00,1,3,1,"We optically characterized agar, muscle, and Zerdine phantoms mimicking human tissues. To the best of our knowledge, optical parameters for agar, muscle, and Zerdine phantoms …","","https://scholar.google.com/scholar?q=related:osJIAUwY4OIJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
23,"JA Van den Akker","Theory of some of the discrepancies observed in application of the Kubelka-Munk equations to particulate systems",1968,"Modern Aspects of Reflectance Spectroscopy","Springer","https://link.springer.com/chapter/10.1007/978-1-4684-7182-3_2","https://scholar.google.com/scholar?cites=8572419469221805018&as_sdt=2005&sciodt=2007&hl=en",132,"2024-02-09 13:10:22","","10.1007/978-1-4684-7182-3_2","","",,,,,23,0.41,23,1,56,"… of the apparent Kubelka-Munk scattering and absorption … changes in the apparent Kubelka-Munk coefficients that are … is that the departures from the KubelkaMunk theory can most …","","https://scholar.google.com/scholar?q=related:2rubsBZa93YJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
6,"E Walowit","Spectrophotometric color formulation based on two-constant Kubelka-Munk theory",1985,"","scholarworks.rit.edu","https://scholarworks.rit.edu/theses/6632/","https://scholar.google.com/scholar?cites=650917004900377123&as_sdt=2005&sciodt=2007&hl=en",133,"2024-02-09 13:10:22","","","","",,,,,6,0.15,6,1,39,"… Several advantages have been gained over more traditional methods: Kubelka-Munk K and S has been determined without primary binary blends, the spectral reflectance of the …","https://scholarworks.rit.edu/cgi/viewcontent.cgi?article=7637&context=theses","https://scholar.google.com/scholar?q=related:IyJZN5GFCAkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
8,"R Yang, C He, B Pan, Z Wang","Color-matching model of digital rotor spinning viscose mélange yarn based on the Kubelka–Munk theory",2022,"Textile Research Journal","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/00405175211040871","https://scholar.google.com/scholar?cites=7203633138108299951&as_sdt=2005&sciodt=2007&hl=en",134,"2024-02-09 13:10:22","","10.1177/00405175211040871","","",,,,,8,4.00,2,4,2,"The color-matching model is conducive to expanding the scope of application of colorful fabrics and can speed up the achievement of intelligent production. To solve the problem in …","","https://scholar.google.com/scholar?q=related:r3otMSxy-GMJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
33,"IW Budiastra, Y Ikeda, T Nishizu","Optical methods for quality evaluation of fruits (part 1) optical properties of selected fruits using the Kubelka-Munk theory and their relationships with fruit maturity and …",1998,"Journal of the Japanese society of …","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/jsam1937/60/2/60_2_117/_article/-char/ja/","https://scholar.google.com/scholar?cites=5700896358447072970&as_sdt=2005&sciodt=2007&hl=en",135,"2024-02-09 13:10:22","","","","",,,,,33,1.27,11,3,26,"… The Kubelka-Munk parameters of K/S, absorption coefficient K and scattering coefficient S are determined for characterizing the physical properties of fruits. Furthermore, the effect of the …","https://www.jstage.jst.go.jp/article/jsam1937/60/2/60_2_117/_pdf","https://scholar.google.com/scholar?q=related:ykaOiginHU8J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
12,"M Mohseni, S Bastani, X Allonas, S Moradian…","Effect of scattering nanoparticles on the curing behavior and conversion gradient of UV-curable turbid systems: two-flux Kubelka-Munk approach",2018,"Progress in Organic …","Elsevier","https://www.sciencedirect.com/science/article/pii/S030094401730601X","https://scholar.google.com/scholar?cites=16524474369215641898&as_sdt=2005&sciodt=2007&hl=en",136,"2024-02-09 13:10:22","","","","",,,,,12,2.00,2,5,6,"… In this study, the common two-flux phenomenological theory namely Kubelka-Munk was selected and the ability of such simple model for describing the different light fluxes inside the …","","https://scholar.google.com/scholar?q=related:KjklbeO5UuUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
7,"D Gouveia, B Yilmaz, P Cevik, WM Johnston","Using Kubelka-Munk reflectance theory to predict optimal pink composite thickness and shade with an opaqued PEEK background for a final gingival color: An in vitro …",2022,"Dental materials","Elsevier","https://www.sciencedirect.com/science/article/pii/S0109564122001981","https://scholar.google.com/scholar?cites=17760013338472243279&as_sdt=2005&sciodt=2007&hl=en",137,"2024-02-09 13:10:22","","","","",,,,,7,3.50,2,4,2,"Objectives The aims of this study were to demonstrate and evaluate how Kubelka-Munk (KM) reflectance theory is used to adjust the color of the opaqued PEEK backing and the color …","https://www.researchgate.net/profile/Pinar-Cevik/publication/361787869_Using_Kubelka-Munk_reflectance_theory_to_predict_optimal_pink_composite_thickness_and_shade_with_an_opaqued_PEEK_background_for_a_final_gingival_color_An_in_vitro_study/links/62d949489e60c50de6f80f4d/Using-Kubelka-Munk-reflectance-theory-to-predict-optimal-pink-composite-thickness-and-shade-with-an-opaqued-PEEK-background-for-a-final-gingival-color-An-in-vitro-study.pdf","https://scholar.google.com/scholar?q=related:T2DW5Qg-ePYJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
12,"AS Nateri, E Ekrami","Dye binary mixture formulation by means of derivative ratio spectra of the Kubelka–Munk function",2010,"… & Application: Endorsed by Inter‐Society …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.20568","https://scholar.google.com/scholar?cites=13299426536543531955&as_sdt=2005&sciodt=2007&hl=en",138,"2024-02-09 13:10:22","","10.1002/col.20568","","",,,,,12,0.86,6,2,14,"In this study, a new method is introduced for the determination of dye concentration in fabrics dyed with bicomponent dye mixtures. The reflectance spectra of the samples dyed with …","","https://scholar.google.com/scholar?q=related:s7MUu_gNkbgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
35,"JS Bonham","Fluorescence and kubelka‐munk theory",1986,"COLOR research &application","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.5080110310","https://scholar.google.com/scholar?cites=17970282891230107274&as_sdt=2005&sciodt=2007&hl=en",139,"2024-02-09 13:10:22","","10.1002/col.5080110310","","",,,,,35,0.92,35,1,38,"An expression is derived for the spectral radiance factor of a thick sample of material which scatters and absorbs light, and to which has been added a fluorescent dye. It is also shown …","","https://scholar.google.com/scholar?q=related:itYMNRRFY_kJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
0,"H Heryanto, D Tahir","Band gap of Fayalite for 5% Laterite Soil and Iron Sand Analysis from Theoretical Calculation of Kubelka–Munk equation, Taylor expansion, and Self-Consistent Field …",2022,"","researchsquare.com","https://www.researchsquare.com/article/rs-2369059/latest","",140,"2024-02-09 13:10:22","","","","",,,,,0,0.00,0,2,2,"In this study, the fayalite structure is extracted from nickel slag and band gap modification is achieved by added with laterite soil and iron sand. We propose a precise estimation of the …","https://www.researchsquare.com/article/rs-2369059/latest.pdf","https://scholar.google.com/scholar?q=related:f0LxTU6lfdIJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
0,"L Lin, L Zhao","Fabric color formulation using a modified Kubelka-Munk theory considering thermal effect",2023,"Thermal Science","doiserbia.nb.rs","https://doiserbia.nb.rs/Article.aspx?id=0354-98362303811L","",141,"2024-02-09 13:10:22","","","","",,,,,0,0.00,0,2,1,"… of the Kubelka-Munk function [16] and many modified Kubelka-Munk functions were appeared in open literature, mathematical treatment on the original Kubelka-Munk theory was rare. …","https://doiserbia.nb.rs/ft.aspx?id=0354-98362303811L","https://scholar.google.com/scholar?q=related:oz_rTQ3vKCcJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
4,"RR Alfano, Y Yang","Technique for examining biological materials using diffuse reflectance spectroscopy and the kubelka-munk function",2003,"US Patent 6,615,068","Google Patents","https://patents.google.com/patent/US6615068B1/en","https://scholar.google.com/scholar?cites=10159775859648809363&as_sdt=2005&sciodt=2007&hl=en",142,"2024-02-09 13:10:22","","","","",,,,,4,0.19,2,2,21,"… nm; (b) using the Kubelka-Munk function to transform the diffuse reflectance measurement … a ratio or a difference of the transformed Kubelka-Munk measurements at the first and second …","https://patentimages.storage.googleapis.com/bf/d0/77/f4eb34fbb3cab6/US6615068.pdf","https://scholar.google.com/scholar?q=related:k8n0x1DG_owJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
14,"WM Johnston, WJ O'Brien…","Concentration additivity of kubelka‐munk optical coefficients of porcelain mixtures",1986,"Color Research & …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.5080110209","https://scholar.google.com/scholar?cites=16536530924420690336&as_sdt=2005&sciodt=2007&hl=en",143,"2024-02-09 13:10:22","CITATION","10.1002/col.5080110209","","",,,,,14,0.37,5,3,38,"The reflectance of a material has been related to optical absorption and scattering by the theory of Kubelka and Munk'.'(hereafter, KM). Transmittance has also been related to the KM …","","https://scholar.google.com/scholar?q=related:oHFb70KPfeUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
21,"V Barron, L Montealegre","Iron oxides and color of Triassic sediments; application of the Kubelka-Munk theory",1986,"American Journal of …","American Journal of Science","","https://scholar.google.com/scholar?cites=14403462254930141736&as_sdt=2005&sciodt=2007&hl=en",144,"2024-02-09 13:10:22","CITATION","","","",,,,,21,0.55,11,2,38,"","","https://scholar.google.com/scholar?q=related:KKLbqJtg48cJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
0,"Z Huang, L Long, H Ye, M Liu","A modified Kubelka− Munk four− flux model for UV− Vis− NIR spectral reflectance of a particle− inclusion film",2023,"Proceedings of the 10th …","dl.begellhouse.com","https://www.dl.begellhouse.com/references/1bb331655c289a0a,6aab6e2d4fa83503,133e6ecd56f8c166.html","",145,"2024-02-09 13:10:22","","","","",,,,,0,0.00,0,4,1,"… In this study, a modified Kubelka‒Munk four‒flux model is built and verified to calculate the UV–Vis–NIR reflectance spectrum of a composite film with translucent substrate containing …","","https://scholar.google.com/scholar?q=related:ohM2_9FYymwJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
